


Date,Time,Session Title,Count,Speed,Unit,Pitch View,Pitch Zone,Pitch Type,Player Name,Sport,Activity,Video
2/5/2026,1:53:20 PM,,1,32,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:53:28 PM,,2,40,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:53:35 PM,,3,42,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:53:47 PM,,4,42,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:53:57 PM,,5,43,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:54:09 PM,,6,39,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:54:16 PM,,7,39,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:54:24 PM,,8,40,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:54:32 PM,,9,40,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:54:40 PM,,10,42,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:54:58 PM,,11,43,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:55:12 PM,,12,40,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:55:23 PM,,13,43,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:55:33 PM,,14,43,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:55:42 PM,,15,44,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:55:50 PM,,16,42,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:55:58 PM,,17,42,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,1:56:06 PM,,18,43,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:03:31 PM,,19,43,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:04:00 PM,,20,43,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:04:20 PM,,21,45,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:04:40 PM,,22,44,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:04:58 PM,,23,47,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:05:23 PM,,24,44,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:05:45 PM,,25,43,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:05:46 PM,,26,44,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:06:05 PM,,27,44,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:06:34 PM,,28,45,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:06:46 PM,,29,42,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:07:03 PM,,30,45,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:07:29 PM,,31,45,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:07:53 PM,,32,44,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:08:11 PM,,33,47,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:08:31 PM,,34,46,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:08:54 PM,,35,45,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:09:22 PM,,36,44,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:09:56 PM,,37,43,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:10:27 PM,,38,45,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:10:50 PM,,39,46,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:11:09 PM,,40,44,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
2/5/2026,2:11:33 PM,,41,42,MPH,,,,Kevin Cameron,Baseball,Pitching - Bullpen,NO
